TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_PURPOSE
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93777872176A637A44A6CE16EC2CBCE1650E13CECA34C9672E220DF58322BB2F8,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a87975E5E7F7C93B27BF2B9C03C9C5D6447256674718A974D7488BD2487070EE58B9,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9DADB989A2ECA3574D9E33A227869DF25E557D121D0B902AF762E0E652FECE7C2,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9E63384BC4348DE88CE89C308C06547EA592A2D5B89D751317343EF850DA89F11,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8799060CAD1E5CE8ACD3FB6B4762B1EC8AE057A1555E64636E21858ED74B1241B0D,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f91B7244419266C14607A8EBAD4EE7E15C94D49298332459910E20937B2D93C140,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a87973A9B1A519F294191EBD73278B35E20B9A3D83E95533488301C49A8FBEB37D8F,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd638A19BDE9AF9937F3E189CA60F57D019140A2BD88E187B0854D5825A37E9A08,Credit,Family benefits
61343940-11e3-4ef9-900d-78dee080a879B1F6A7699E96930E45CBE45179B1AE22E809CE0C8B8831E57A541A31CB34347A,Debit,Transfers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f930498017098607481529F401DA1558962A5FAF491E39E8196E4BBA4C12BFBFF0,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a8791283C9B560A32D0D0CF2F197A26F2E3FB9E37B2EDA50E139854AA0E118016691,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd16BE420D2B7D15BA5AEA9C025C61CB54C0FBF6347C2A8D8C892BC51EDD140463,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd22FD55BE7367FBBEDF082028FB32C5D19C45599A26768D21249746601B894DD9,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd5456E6F405AC7CF8CD719833CDCF78D1473A3A6D043B09563E02519CF454297F,Debit,Bills
9219ccc1-8148-486d-bff1-891693d2fafdAD006BBA5CD065207038A0E98DF2283C26B8A1A7594F2C9ED1A7824B8D775D5A,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdF8FC87A1E5ED8B3E4A32C9E19E9800D3F7F21170A131830200D32E44E8860C70,Debit,Games and gaming
9219ccc1-8148-486d-bff1-891693d2fafd234DB1B4C39181E6571D2C5634F2C368B32317B61EF5690A5779D77015441DF6,Debit,Postage / Shipping
9219ccc1-8148-486d-bff1-891693d2fafdAD413AAADD0BF43B6931E02FD19D06C880F62C1F4252E5955322AEDC23996064,Debit,Mobile phone insurance
8c8abb40-da8a-455d-9f72-a25449ad4c58DD66C54CA86ABE74D8F21DE9499677D713B1745D9C38125632AD1775947C04F3,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd8460A17FFBC2D1833ED17FA048AD717706C9C9E9B9EC38287176C1C81DE1F315,Debit,Clothes - Everyday or Work
9219ccc1-8148-486d-bff1-891693d2fafdE1A93B423DDC727F24756004C415BC1922D509186DA353DE95A4705F2DE8100D,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd76A327C95095FEB4FE2F95F652C4DB6927B17DBA648D0A6B7BAF804D625E41AD,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8798B3B3057FE613EC6E134C3A3D45AB779815FC5A39D0720EF401C2342E83AFF43,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a87920098C6458964AEF67945392A3FBC740DCCAC9D41A41FFAE010D851C4A6C5D52,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a879E86B7FAE0957C8EEAC07AB8FFA58BB619A13B0EEFD4A469E8DB7D276685AB9A8,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd81EB384A4FCF78D7F28F1E37761C6905E0CCBB0C4E997FE5C4328DE2C2A244D7,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd36A0A8625FC266EF2D77D68E847548DC77D90DC8DC5523286C581839005FDA26,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd86F7D997878FBA9919E991DD4CEF5624C10CCCF74707EA0253C57E5F5993B7C5,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879B86763FD08389375E02B2F56985FE0B5BFBC7CF2B400B10E12076D1BE0A6CDE8,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9490D394D86F8E702DAA984638714B182D1C08216CBEFDC8F6AC22EAAD7A6C00A,Debit,Transfers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9574932D7C0095FC4F4804C7DCB099C9B5839D3D74DE58E6430EF87457763E4FC,Debit,Dental treatment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9A8790D3FDA861D7DC1A3453FB1CCCFE454F126F32B86007EA5DE384C6BD3B63C,Debit,Fuel
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0E08A17258B84B3F63C954E56973271D906D51C2DDACD28F94441CBB100B67DA6,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd796B0002AB9DA25E95EADF2711CFC51CA8BC3C2896EE0B502C113A5EF54CE423,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a879443B0CA9108AAA06C1432CA75DC4332F3308C3402656E3ABA7B9E863A389700C,Debit,Mobile
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EDFF9A6043CFC76DE1CF84E2A29598057809D5F6DCFC024A4976D1093917251D,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9F3D724EB45C00116DC47C3B92F094247183BDF58B7738B1A14D227830B8CBE79,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9333CC87C98D5AD7808A14CDACA6DE638E9D5D8C24FD70BCADF458C3D596FFD63,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8792FEE5A21DD8B7ABD94F5B4E46FA7EBBC808DD5D1F3F5EBDA6F7D0417C9EDA04D,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879ED0298A821F239B7CF21FC26B57998BE47BF9C486B8ADF0F4310CC3D67A2B87B,Debit,Transfers
9219ccc1-8148-486d-bff1-891693d2fafd7570616E9E5F0BA1BECCDCF6D75193F6142CDE9B36FE32BDFFD4C31711F6E18E,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd7462ADFDE653731372BAF3A6917B9981B73B8F2DFE973C6898418E46FB525542,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd8D64E2FA9027FA672D036DF1CD12FF6ADE8C30E1C46587517628140C3B14FC7D,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdBAFAD7EEF09ADE56AEBF004260BC8C33D25A86490C4A7DB0E7CDC6E53A465B9B,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdD9622DD323310A53992C01F9EDC68EABD7D7C523B20AE2E7B14063261B165703,Debit,Bills
61343940-11e3-4ef9-900d-78dee080a8790724626DC9C729B7238DFE0B131949215F5FED38E1010278125A083DBD2EF32F,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f98454BAA381DCE9D0D2EA87558D6C7C3D3A5DE2ECE3B2ACC479F8271CB671C613,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd75276FCC9247A4EFE2DD9A128AAFA8250BD8875296D1E20A54DB8F50C76B1C6C,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8794FC4A4F7E4B2D1B9CE5651ABC5695EF609F3079B8BFB8D8BE5AA940FB45A9A37,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EACA8CFE83E4908860B3B8FC4DBE37EA0421FC323ED904E7016BFD91783446F2,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879C8DDF1BC05D34D2B0F824C0793ED188DEAD48E1898F75D9E29D6BEB6FDBEB039,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a8790F0B79CB83C36EE8480793CA41EABB6329B2F208FE16C2DD25DBBAC09D51C7FA,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8799595C9DFC9D6D8A28D1B7D0D473393BACF372886058B7935A61E928158A727FF,Debit,"Food, Groceries, Household"
8c8abb40-da8a-455d-9f72-a25449ad4c58740AC976B8F4251BD1D1294B6C522CBDBD7DD0E774BFA5DF7C207F7B8057D46E,Credit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c04A1C46E799328D7FA1E0671CB3F3E8CBF502D1FF6D4325EAF76850E8CA56EE54,Credit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f917B50A0734CC6F02BEBACB07C75AA814913491D2307BE805088F749FE288960B,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9CEC82DFA2B48A21ECA3C897E8A9776112D748D04FCCF4190AF753E9B39385A61,Debit,Life insurance
9219ccc1-8148-486d-bff1-891693d2fafd9E5933735055901B106B30AF6204E7E2555EE8829C456AC55432CFADEE42E042,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd61900A3D06D7692950C6649671A659D4D76527B5067E22C8565B9A218D4CEA1E,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a8793A3DA8FED369A7AB2968550EFA9D86974C4EDB1A23223958DA5FD0C88800774E,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8797AFBE52EB32625DEC0991B70841CB4CF94EEE587BA8B702BCE0A2A191C52A4E0,Debit,Dining and drinking
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9496297BA47C724BB1488DDA19D3994E1670C2FE088BD2ECCB61B48715D3C8E06,Debit,Fuel
61343940-11e3-4ef9-900d-78dee080a8795ADCD585618A978994513C14CC1DDF33846B4F0D1AE6FB57267086F15ED2BC8F,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8798DE002007CD2C2278B72AD38193E605E91BE23D2A0BAF43A6EA76279A668FBF2,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd7F69E3CB52F7F282BB0FA237EEC301B272EC23E4CE1401595FAD3EA1A6535341,Debit,Fuel
9219ccc1-8148-486d-bff1-891693d2fafdDF4FFC760C5DC5F9B1B36D1C6B64CA0E0C1A43EAB86185440CA4FCC8A04CFAEE,Debit,Take-away
9219ccc1-8148-486d-bff1-891693d2fafd6F13050B4AE155E77AD5606D15F531CDFC61468F3DA512D82D7CDA2306CF3076,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd83F9541D357B8E6B9CC3D15B2F82000E6C8D65DB850F40198E3CF6967CA45A3C,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9A4C2FA878A5F3C09DB9A882A21CA49252CFE8C70C553379A5F368CAD4183BA29,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879D08EF2359E90E0D3D999168ECAF00D45D9FF06BACDF258345C0D21CC2AD6C7B4,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879D9596D718D3BBA8F13EF15715B4BEA7CFB2F9F592F90DB6DFD494276265080CB,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a8791CBE188CC9CB57A1B0ED40C7BF64AB31A6810F636630600DE8AD0CDBDF6306CE,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a879C5BA37294ECF83A3AF21889EC52BA0928731CD15E9C8D599EAA1BF5D219A1D52,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879A32F1F7E241B3486011CA8DD068FBCA1DC6D11328477AD75AC0724B8A237282B,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a87955331F191B3868A77DD20052D86FEB825F83F26A7C8F1721E0A9594D290793C4,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a8796E40C44094D3A8BC694237E9F50E240084873D18252F33B3B13C5BBC6503FD82,Debit,Mobile
61343940-11e3-4ef9-900d-78dee080a879088D42D58E636A3CF9C735F66D3505D19B37F54FF765D68FBF5596A71DC16609,Debit,Enjoyment
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0A35E460FCC382E78863379EAE9DD98C9B1052B6BAF681288048A3CAE8771E591,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd33BE5811B996225DBA05561818F98CF37F464DCB3B711BF8ACC29C3C336E5AB1,Debit,Bills
9219ccc1-8148-486d-bff1-891693d2fafdF56202EF508C85EBBEBB7816031ACE6D46D8C94B2811651621664724BB4DA237,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd71ABE7E03FFD18DB94D1372AC028BC425B89B1EAEE7E2399C19F8BB7155EA894,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd86DC4397081198E29BD492ACF1D4685FC52A4EFE1CC41A6519468A11987B701C,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd066DFB3139C6B7E79655FA38B09E39F79BCF417B5BE6FFBBFC223D74F3C15A13,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd3EEC4EBB6500102F216F0910108C9E4F9FCD20303EE448C8193613EFB2AECFD6,Debit,Bills
61343940-11e3-4ef9-900d-78dee080a879389394C496363934172548CB0E99ADCD341DE1F8F8DD9CB7B8885CDA9F47C6BE,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a879887F88F42B9C185A99C51F9F3DA87B48CE8907ECDF742705D3AF1E82A8546423,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879E215C7337A6D19355F4813CD9085E707ADE5DCFBCCCF7EC9E3C1E0E49261FCDA,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f933E7A5ED40D75E356E6D884DF1D5EE10FF754E4F73027F2CBA0C22C268C5F75D,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879CBB86513E08ECC788F09325DBD478F568304ADB244AE42A7D1455B60E62AA77F,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a8797F39F1AFA76F262A802ECB9C8BC06E91A4F7AC7D619CEC0D11AA800D0B103274,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879DFC625750241E9B76FBFC8C44EA21E2730719CB85E1E74F639E9396E49F4D171,Debit,TV / Movies Package
9219ccc1-8148-486d-bff1-891693d2fafdC6A0BE2EE8E96F1734DDD078F6EE4F02F320AEA78D93F3B24E45DC90A74D7CC2,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdC76069D0E1FA842584804DC8430EE65C79D070064B3FE829B11E7BB717B7F647,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdBEF6ECFB39D88B27D0A9B6CC6A145DACC7D0953301B3DF7957C6992E104C3A3F,Debit,Cinema
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93C391CABEA2390698FFF353425B81B4020BCFB39F4D2111583FA96F13346EB40,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a8792F8CB992C98DAC9F31C0BF1098C85B3445C3D4BA3DCCF7A8CCFA2F6003CA3631,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8798DC2E3841133A731B889E74D663238B407CF033FDF02EA8D98E5E07008D38248,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafdC11E4F4B870390F75906A1F32D045247D80133340903DA3D3F134779D961CA74,Debit,Mobile
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0BCE1B7BC8D444DFC8603C35E670501407AD269DDC303D0F31A0253282CDB7E4A,Debit,Home
9219ccc1-8148-486d-bff1-891693d2fafd6C74FA1D0568AC12B57682FAC8D25F8DDF052763FF4F262FF47370A6A3D53DB3,Credit,No Tag
8c8abb40-da8a-455d-9f72-a25449ad4c580BBACD29685250FBEEC3177F6F32E80AB759DAB679407A6722914F17E2497692,Debit,Credit Card
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c004EBDA55CFC03D4F4333532D751F615E0B3289084A74E4978E9BC1D68AE1D059,Debit,Dining and drinking
9219ccc1-8148-486d-bff1-891693d2fafdB868B7148F0C06C267EAA594F308D593A8C2C0F6C1E1417A0F28966355AB0B85,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdEAD8D14515BB54C54D8E6A3A86F7E3F7ED051AF33D880F679E095D60DBE780D1,Debit,"Entertainment, TV, Media"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0A37351409F8EED8ACD6003E4ADFE835317F9D3F2957BD7574E8542BB82A4F31B,Debit,Home DIY or Repairs
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c086646BD054C3BB03FDA61BFAB754DE21A95F1B3EB95C8473FBDF2474D033E34A,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd3EEF5AE51A3584C5EB6E24606CE9DC719B5111E048A2EF1F533D499D4EEFBA46,Debit,Books / Magazines / Newspapers
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0408963F4CDE75D6D2CE7F7694C9CB957F3FE3E1E7DF636719F7837E800CAF452,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8795F2F35ABCC8B798A2769D5F634B7BB5C4E4A8A0B14A9FB35737C084249D15BD5,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a87993B07869A1C1A5604D82BA899CCE54F97A948E52CAC1E9C92E7C82AB5C318FDE,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafdE6935D9E834A5C5DA0F6586DE5CA8A659E38951BC9734AC036271602C2D6211B,Debit,Bills
61343940-11e3-4ef9-900d-78dee080a879038A602F2332760845A5AD9A5220AB29262E2E13539602D2096FEB9E05FAFCAE,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9245E49900CACEC0949A636B1AFBC024592661CAC730BA3B2CC8484E5999FCA8B,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c08DA7F41F3E0139E8BBCCE79222CE410DB2F3ABB7F6FD106E54416BE3A414A136,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0D1C79E0FDECC9651A35906ED55EA56731C0CDE92C01878C02377D0509F1EB7CE,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd34068E81FC11FA8EF9A38376D6F96275AF2E38C2D40319A12EBA68B4D7919D0B,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8794EBD5AE004BA746F55335794E9536D1D29F04CB7CED9902E8B65E361B8429398,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9B51ABE30CC345D2E0181BDB0CACB0D2E9728C3D719895E16E303F9A6928DBDAB,Debit,Clothes - Everyday or Work
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EE05B8329FC84A0C7A2BDE32B3898B7C0D1A21CA35B40FCC5E02F538C6E25117,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a8792DA6CF4848528C1403082AFF2933089A41B3F87DED0BBA4ED1B8D70FC936D7B0,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a87980AB8F8C54D2E31DF80786868BB963801F951BAEDCA33101AD936F6711ACB27E,Credit,Gambling
61343940-11e3-4ef9-900d-78dee080a879980848C6401BE9830FA2815772517022EDDCE9455473E212CC7B340BB0AD0949,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a87950EF89D5F984377144E7B8569EFE6266BA725775472A9EC8388F59B056BA84F3,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879B0F9A4A96D630CACD0028E92555C61EA8E9FB32E3306FAA8DF67B178F81813E7,Debit,Music
61343940-11e3-4ef9-900d-78dee080a87906634E3A1C4436CCDA76128C5286070CA424D57FF2F67178F6A24D86AAAE4B3F,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c077C14AB060D2BCA2F8B5A18B66D5064AA817A079107851834278B901C00C482F,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd9B47EB937BE0C86CBDEEF0C492B74DBC366C61B3AD6D830124A82731033A45F1,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd209839C18233C444075D49D37C061649D146668975D4213B1A4ED65A85FEC399,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879347DCA4560BF5CF5BF13DAE4EDC0502B015C8B347C1187BCDEA45BD887ADEB9F,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879B76E1E2E44DBFF4072F8EA1D983EFA0286DBD85E2E845BE5C526BED01EAE7127,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f92AA9CD2002FDAB57BC29986824F048DD665E2FFFDA0E1C2072DB8E2A96DF21FD,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9063661223B0D4B8A317F8847DA1F7078D90A40E55653B7F51CD35E5D3DC39C09,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f94D0F7C068DE5B8025E1E18105B038E497CB3A68C628373309F1C631E58F366D9,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a87927A582D9DCAE5D813AD42525DA891A615C2A1FA00F116C357CF14531792192AE,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f977A60CA1557A53803F998195D8D2C447A0708DBE1273790B9F71A4E38D001FDB,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a879B77BD1C066D4C97835444722E44672960AC6EA29C3CB3B606189B84F3BA91B08,Debit,Books / Magazines / Newspapers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f91EC9D5C1417DB5843627F4DF5EE54540B8EE2703E99B4EB8054499ECC5D28835,Debit,Take-away
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9D2DAAEFFB249A36DE1E0BC75221F60EDDDF6C0BFF48565012E53F0855D671D6C,Debit,Home
61343940-11e3-4ef9-900d-78dee080a879A3236DA55AED48D98EEAADB6DB471D4114F7DBA5D04C5F2E20540A6129634542,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8794CF049DD1BE1032B74D44CDDF06431A0C5A3D6207ED415C32F25DE284D277B29,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9533CB63F34B0480CA5FCD0064D8948D44F21D12010CDD6BF31443E688CB45178,Debit,"Energy (Gas, Elec, Other)"
61343940-11e3-4ef9-900d-78dee080a879BC83783FEE79E9DC9B88D0568A76413E5103A34CE76C8923961FA246AF0E4FAB,Debit,Games and gaming
61343940-11e3-4ef9-900d-78dee080a879561161E7C99CE3C63D5A64D42123221A7D6C1E1C9DD14E38BB4E47ADB99FC38B,Debit,Mobile
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f985DB2FCCA120C5959D46664EB62266374D625F7B571BF8A6F35CC689AD2DDBC5,Debit,TV / Movies Package
61343940-11e3-4ef9-900d-78dee080a87997BFF33F44FC3DBD9B06255A00256B60746F856031BDE26EBE5C4147FEBF7341,Debit,Dining or Going Out
61343940-11e3-4ef9-900d-78dee080a879640F47D3D12C268E260D628C0DDC34755482B372901CEB31956B2803DCCFB131,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdA920C2BF7BD49C7F08AA3055008E58B0E5F94B3ACF9485B3CD88BFCDA94B8BEA,Debit,Mobile
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c08235FA1C74E76FA4F804DF0162281D1F07B2E90D2E464D4A1A1D8960A5B64662,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f90363A62C6AC136AAA7D6C9D14990DDDF43D9E50D11EA8C7DD6A330D2201A064D,Debit,No Tag
08cb3cb6-5792-4308-b121-caa94d0a9a5a56DC556F9C455B763E2E1B69D1D38488843F3CFFC890FDD90D07F5BB94013640,Credit,Refunded purchase
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f98FD8CE7AB32CA89879484A77145DBADEEA0FDC7ACF63BB0D7F2DDF2CEE76B21D,Debit,Council Tax
61343940-11e3-4ef9-900d-78dee080a879B94F07AD4D37ACCD32FACA5F89D3C503B52D8065CA569AD64BF03D8B1D7D815F,Debit,TV / Movies Package
61343940-11e3-4ef9-900d-78dee080a87943EB8BEED59448359BF4D108C25AA5601BF3C3C42F6515B8CC2CCE201CE4E239,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879E889770D8514F0C33726DF10328A5D9FCBD0A7856D6753332B13FD419E323790,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879A917F8C9A7461F53F806F4B69CB5287990B9C02CA2CDBBE22214B570FAB1E8DD,Debit,Games and gaming
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f99DE0B64D7095B494E364F7BBA7ABB85455A4C9648C64BD6032293307B094301B,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a8790184C49851545DC75CAFD321EBE0CCD3FD7EB2CC5C021488B3CD8B1A50EFF9F2,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a8799669F5BB82E3C85E5754F2314FA50CAB8B3E3AF8D8F6035C78CE59FADA76F58B,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd0D64AB12C5AEFAE7D1D50435AEB3A9D1D4E1401FF2EDA14E9EC757935D5BD3D1,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafd541F557955B821BB931487264FA32BAE6C9EC03BA01330557B52108E050FC6CF,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdBAE08493145416F7DF2958139563518D6FB51770EBD37DC2E6D068DB4CF08D6F,Credit,Family benefits
9219ccc1-8148-486d-bff1-891693d2fafd453C2627C35831519B1B0000D61115470C6EA00C6BF3C8031CF3EB716D46352E,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f94ADE7D8F33C75E0A39C8D9527F8F158BDF6856DAC69A6E7DA50DB243D5B34093,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8790F6B8FD7EB407963D25E9814F5262CC3F8C07FDDFC61724A118A5300EF8BA124,Debit,Enjoyment
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0116E618A2BAA7593EFA7CF79D9A3275D794036811E8F7413D5B1638C37EF9F9B,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9640034BA6F3449EE4F675F58040D8A1D9E68691B08794197499B4B80234C1868,Debit,Life insurance
61343940-11e3-4ef9-900d-78dee080a8790D4CF2C39F2B4EB01BE01832885FD176DF0607E019E6ED3AA66D5333EF435E8B,Debit,Credit Card
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EAFC65B14DAE732A635A1A6114DDC375B5B7ADEE9BE874F9AD2180AEC270FFCB,Debit,TV Licence
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93D861D02A93802D6B399177FE9B46D2938F9F20BBD48D1BA0DAF4D62D2AC493E,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a879959C6814CB22E59E06479469A67415A42B530F21D68E1A466599674C971C4AC1,Debit,Enjoyment
