TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_PURPOSE
9219ccc1-8148-486d-bff1-891693d2fafd4B137C1064A46208BE6DB50EAB2673DE7780F97A4634C8EA43B47CB6334E0D8D,Debit,Rent
9219ccc1-8148-486d-bff1-891693d2fafd852EA36BFA57056E4B1614950368DF7081E7B108CFA90EBFE7CF1A207E3BD504,Debit,Fuel
9219ccc1-8148-486d-bff1-891693d2fafdFE0E4113268D10A28253F672AF7229068808FE7CB842A304320CB4B09911001D,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0C4F5F73D7F89B725F641848DA9A5C82A87E3D6F3165EC737A0EB782786A89284,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd434299F02C75DF108B731EBCBD03E639F966A0FCCDF73DD103BCF395C51404BB,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd02906000209F0D214082A907D3B45F1249BD0BCBD939A03EFE16696B1113E27D,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879245069058542504B74FB80182BC56359CB92606BB5CC87E8AEF5F6D354C01CF2,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879C2B8F283CBF1BD55EEE4B98D3C7519E86BEF132EAA29457A1D2B8A89B0B90080,Debit,TV Licence
61343940-11e3-4ef9-900d-78dee080a8795BA29F3B460BD668AAD85990090BBE29CF8DFE61AD8C996E308D1D1E5FEBF4AF,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9576F4B9A39EFBF438DE9F0A09704F8425E23C7F15173DD0DF774D83E17C8E57A,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a87959CBBC2469AFAADA6B83472D2F07AE84305125C636BD774AC86D566BBDFDB8DE,Debit,Lunch or Snacks
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9A882920F0DCEF98ED5A6F30184012D4BE2514160CF4C8A516ED5E8C5ABEB85F8,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a87954268D50973E927AA5F49BBB06B2205B0847B3BB85DE392ADFD963E274EE04B1,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a87982464B75BD040B935B1F600BF8144E95C920E56B3C863337B124073C24CC5FDE,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a87936F3629468D727D1FBF10ED2CE11D40548BD6ED88F869849F15F06659AD07CA7,Debit,Games and gaming
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f935AA7A95DE4957816966FCA44115234BCDD5A73A23B32FDF414286C36E7EB63B,Debit,Mobile
9219ccc1-8148-486d-bff1-891693d2fafdE406C3161C6140BB8AC12AEBF36D5B05BEEA7DD7C385D5CC7C6963EEB0C96452,Debit,Cash
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0AD7AA11E2D815172CA2B2C703BA905D1FD999FF655B566284C6EFA34FD7AC4D0,Debit,Service / Parts / Repairs
9219ccc1-8148-486d-bff1-891693d2fafd18B045A81A4DFA31BEC4A9E1D015770BD2C861777B750293997B28246D4BE11D,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd04A78C0494BAC56E901E1C0F1CE358FED97C1165606C7A05BCF8CD5607C6E52B,Debit,Bills
9219ccc1-8148-486d-bff1-891693d2fafd044E4718174555D1A385DE28DD5037A1608F0308CB531AA2BF1DF65C78FA9BFC,Debit,Gifts or Presents
08cb3cb6-5792-4308-b121-caa94d0a9a5aB25525D2E296DC482B00F843868C648A3DF24158221DD18FB4DCC1BC189CEBD1,Debit,Bank charges
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c074C7792A4B519A9391069CAB79EA83A838562A9C5D2FF168E52C0A62E86611A0,Debit,Clothes - Everyday or Work
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0D7AEA76551218F22714E16908849C8768BC4F3C86028441F6AA10D5AF642FC29,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdBE88EE805063DD2AD00FEEE5906DEFD1C4294848032EFBB880666965C1ECF3E2,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c00E2AF2B3782281D08B58665695ADA4F244FE6BA9AE00B485B987BE1EB6A49B15,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd510A7B340FBCF77EDE115A3DE89C73F304444E0CDF08E17F2FB0734114CFE9EA,Credit,Family benefits
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f92B4CBD3836D7E9CACF824BFA0282E329223031C76D2C966C7342A20D3834C9B6,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd455DD28FEECF7A437D8DDF08B9BEB4F86797AA49E38B80B9472F86D3F56D41D5,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdBDA83F53F3B5B7C8F653B72142D5BB3DF570EE469AF166810727C332F9142695,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd3AC763E2B25CA71535113620C6DDBB15B5B514B51BD24FE2B8DA1E31F2A0C038,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a8791EB589A97CF369080CA6074DFCF55739A7A8FB1360C0BD99B452CB9E721FA80A,Credit,Gambling
61343940-11e3-4ef9-900d-78dee080a879375C89173C8089D9B17CA813872F83839E6EA5CB5620CD794663A455D37A7C57,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a87935365933370980571E413446AA84B7BA15A16A27ABC9B38A8B39CF843BD714BD,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a87924D710CC5EC5A9C2A02C1CD420084A67A8BAA4DC370ED7081C736F9276192F69,Debit,Gambling
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0B203E906D206B091794FFC42F19984F5D60B9CDDC9D4652DEC23BA0C7A93405F,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8791AA81B713FD874D39A14D377E0542A8AEDBF46FE2565A1CD75109B53D850A7AF,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93D830ADE4F310946673CE658920A71A1DA5AE45F18EA87987E967CA650148D58,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8795D2442DABD176D71232CC5938266A6BC91A7EF6BFF870D3A115CD4891502AA52,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f965795A51B35CBF0C36CF95942E43AB393A244CF74A2303045655ECBDCF8839FF,Debit,Credit Card
9219ccc1-8148-486d-bff1-891693d2fafdC098B556DFE9D3488A39C199CAE6BA0E77E502057E398AD825966719E39D8351,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd523D172B7F0B422348379D4B68D562CF1CF65E55387C65ABEAE842E8808D1376,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c04D214D11209D864A7D7A147D1C13DB3045FAD5694B2832703CE6EC10CAC9B595,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9D586D697FC44F48AE763929831C91C7243E008A02524C45C4F65EA48B25E1E0C,Debit,Mobile
9219ccc1-8148-486d-bff1-891693d2fafd09082A4716F9A8F6009CE89AFB9EAA8AB5F6F28F5451918BF676ADE583BC87AB,Debit,Gifts or Presents
9219ccc1-8148-486d-bff1-891693d2fafd4B69444F5B88A528338F451A9D56172FFEBB6BDA03AEF3B50FB63BF99B2F24B6,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd6B0BF046D51C8526E0B9B21021206A6852F8BC43F213E1F492AB79108F108042,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdF6CAB19E04C05818183F86C6E653EF03979BC0D9C5EF1DF5F1266888843CDDD2,Debit,Personal Loan
8c8abb40-da8a-455d-9f72-a25449ad4c5812CD2FE567976397491FFE25F5584211876343176922500F33D9B7E3106BF00C,Debit,Pet Insurance
9219ccc1-8148-486d-bff1-891693d2fafdA96C81A588D91798299299BADABE17EB0129169267B2FE26044FA8ED251F4CEA,Debit,Bills
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f96F49E2D76A83450343496515025FFBF9C87A22F323124E00F471AE99F60F12C8,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93E198736A47EA8C88603F7C9D73256DAF0D2F67987F3867C65E65C6CB37A4EBD,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a8793523CFEE8A89920BCEB5C5884D306A76C93A5CF83B5BA3A5516538509F2EB314,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a8796A19C3BE4E59E0C45750DB92EFDACE2C65DAB4D55A8B3E7CD7689EC673A65A87,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8798FC271258FBD1DB60F656EFF970FD1A1543A1FEA99C70AD41BB9D82DA6EF43F6,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd09C29815EB807FD05905102A1CA3BF44E5F8BEF751DF79476E69743C97FBCA16,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8797C41BBC4495BAA9A405000866F97FF3864F45F28B1F726702DB34CD152C92A86,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879922C5FE0D656E0D9815C9B74DC38BE10F2D087736F99C1337AEE96572F15ADC3,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd5F6D2DE33FE55EEB98985C08A83B91D11F7B9D6CF367C21D99AC24D40D113387,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd8E0ED191DEAD110C712D360E72C84BAD75FEA5A40CDAAFE040F9709B705901D2,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd8F3CA9E1EC308EB9D065CBF32A57BB5E44983FF66334BE9FB81736AA0B0B9676,Debit,Dining and drinking
9219ccc1-8148-486d-bff1-891693d2fafdE8C74B685CA06ABC9B1BD87421BB1333BDF1EA69AF3729CA100A6153628AE95A,Debit,Transport
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0DCF0F44E8B880D67754829D8EFA531877BFD7E2A09B16C25CB7E5090E007BC02,Debit,Gifts or Presents
08cb3cb6-5792-4308-b121-caa94d0a9a5aFC2B0AFAE6BE4D20A0FA7AAFA64A574F0600CF814198ACD20DFDF7DF9BA2F691,Credit,Refunded purchase
08cb3cb6-5792-4308-b121-caa94d0a9a5aCEC8C9BA3C2BAE414F33B4233DA7382F90E6CB743FDC2FD41E206DF5340DE876,Credit,Refunded purchase
9219ccc1-8148-486d-bff1-891693d2fafd81A779BBEA8971168A98AAB13ADA3D65352DD7DE0E2EDDCBFE6816472B2CFEC5,Debit,Bills
9219ccc1-8148-486d-bff1-891693d2fafd8BB4B6852BFCD1C74BEDF0B8C56F41A48D8E19ED428220FAAD8F8C87F835A4AA,Debit,Bills
61343940-11e3-4ef9-900d-78dee080a87980C68EB0F61A7491D8EFD25CC92297500EF1FEC78E401A66A9F976B22B2FE6C4,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a87964E5527CB342462D020C4DB01902BD3A976BC094769718635ECB36A92DDC5315,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879BE6675F399712C5774B97D3427A25AFFC2C264CE3FB51B6681397C318EDF895D,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd01D6ED0EA682933E62A4E5B033CC8F6B1D62ED5B04E156D5118877A4A775C625,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd58693121851B062E8617477693A1E742E49C9D93E9F9A815AC22ECB38007B634,Debit,Cash
9219ccc1-8148-486d-bff1-891693d2fafdFF74FBA7E58670C6164920EB7C51E598EC3CEE8AEB8EBD5967D569B1E8A8804B,Debit,Dining and drinking
9219ccc1-8148-486d-bff1-891693d2fafd7CA988DA2ECCF6EC0EF30555FD762E88B346F01AF8CE42A760920F12EDCE5A60,Debit,Dining and drinking
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f947E6A62678FB1BFCF4A3BC8C23E67D89D7561AFDD3E537542A6064CD9A3CF2E2,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9F7EAD6B6F71AB9CE4751D7CFAB8BE184F39D2ED023A8E4F7921D961B253B8409,Credit,Expenses
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EE2E9730D8BFB7FD88F69EA62800D798F0CB32D9CC7906FBA1270559B81054E9,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8794C0A00EC0364D10D623580303197969E66159823E52600353C28D23B26465F82,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8794A6C46C40826F239E42B3E12B7C39FC9BA322B5F5068C6E0B05F1A9EDBFF6746,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a87973B53DBDDA0BEA21755760BC706307BDADE23510F6E9F18B20F9DCCA756341E7,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879965D75FBD5640F9FFE7374A95660DAD6BF34EA57B91737B279A9E0BCC4D5CBA9,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a879855BC06297FFFEB302C39476AEA9C38FA7D74755768CF8CAAA70439EBB290FE9,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879214CC723ADAA5DDE826098CB9EBC44657CE3B8404455F0A41B0EED900C3308B4,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafd7E1B2481A728D5971798F0F7A9A10FFB23743C96D8E63828EFE2D01AD8AEEB53,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0D70C14CABC6384B61C892801CFE3801AC0A5227DF5744FB85D96B2AAA7A915E0,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd47E54BAB0FBB6672D0E93E3E9E822EEC8CD29005B4AA18C71ED16EFD1BB2975D,Debit,"Food, Groceries, Household"
08cb3cb6-5792-4308-b121-caa94d0a9a5a831A1C1B5DC132A703D511E45479AF5611377EA079E12C271FD9866624EC1A53,Credit,Refunded purchase
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f912A0FD2AE841DECAE34A6203C42DCAE148555A5A0880D6793EF96588D445AE9F,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8794FF950BEA0E1DE3235C23F73DE8751686B7BADA338074FB3501538E18AC904D9,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a8796137D03D6243105A48565913CDF5D93C100F6100CA7B813662C87CEEDD4BB4A4,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879A5F0E894E2C25F5CD26B6062E63A92A41B46A27B9E30AFF0CF56348BD3B97E69,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879164558A332C30DB1A59F3C053A6DCD08A2EEE0D51BB214C1ED0CC8A90D525815,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a879F0E8FF43A4384520DE82C02538CA2368712B994E9DC217DB30F9DE7260CD6417,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a87980315445E7E5E01F13BFF4460149B409C0243E8300DE623DAFD26992DA45A6C6,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879D655E95A3541C11FC2D25CDC70937C168BA63538A67665C4B0E5152A5BEBDF78,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879C229C58363411549AAD8D0794D679F843AB0925E04AA351A7DB3BE39AE413B00,Debit,TV / Movies Package
61343940-11e3-4ef9-900d-78dee080a87933E7B9C964B9B3C02A77A5B958F3E4385BDF39F26C77FCD2149B987EF300458E,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafdAB6F231626F153912493373C942B26B8CD0DC2E781B81AADC9D067E192C41637,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd1E2CEDF11F08C0F6BEB58B63AB9A1DF440E1A51113B7954EBDBC5D65C72BF892,Debit,Transfers
9219ccc1-8148-486d-bff1-891693d2fafd09EBA5BFA11E5BD23D84C95131BF32E6C3BBC1874E425ADD373CADFFC7A62F04,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd3BAD83DAA0E1261705536E4BB451F37D38030CC28E921FDC2CCFE810977C2EE9,Debit,Donation to organisation
9219ccc1-8148-486d-bff1-891693d2fafdF52076B3AD2F4A7F0636F30C1CE3CE61D0C45FF4B24315F7EFCC8874AFAD27F7,Debit,Rent
61343940-11e3-4ef9-900d-78dee080a879BC954A1F70A4472B6102DAEF200994A3AA6A68FE733AA96E9C0DCEAFFEA98390,Credit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f99E675CDAEEF3FAE80677B84C6D901BCD462EC87EADCEA441F5D8795E6D5F6BE3,Debit,Transport
61343940-11e3-4ef9-900d-78dee080a8792919BBC5BB37C4F9FFB545EB801BB994FAD526A0E317A0EFF791FA3DF2690B00,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f997A81E56D37EA99F4746BC0FA734044FA006F14D89B024F9181D8A69C195582B,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a87901F6C4B09367EDFD48B3C96F0866CEE97BE1B5DCBA2B266FC60FFE00FB704A21,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a87949E92A957D232FB7FA32E75EC73D7FBCF0BB2C844FEC02D874AF00B150A93B22,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879A82394A7A541A4BB5D9ACA2EE3E254C342E921A7363C23C0C80FD4CA29886970,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879FF6CA4E368DF4E98909A286AEC958C9B1D0794085830A38A53894D9712B1492E,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879EA3BE46C948995678DC57B679B7C83BB0FB77E9BC14340E823490A25BB6BA013,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EC46E810F3D42BAFA8045AD31950C0833128835BC5DFBAFCE10196B081B2A1B1,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a87945B9CDEC0367EA0D96941C31245F656B26989F60C01AB0C583F629BA6FB04201,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f902A935A36FB09071D7CDAAA2212B87EF3885AE76CAE01D727F3ABA9A30EA8019,Debit,Personal Loan
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0777A810BBCA4468F369104F7E38C1F214F63610D3BD608141F6494AEB645ADCF,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd53C18DE5D9B29E84291A270BC95975C5807D099AAD555E55AE84EC977F8AFD8A,Debit,Rent
9219ccc1-8148-486d-bff1-891693d2fafd016A037834A48D826E7AF4CE4F357C486708D1C0452AA419D0F30CBC1FF0C277,Debit,Dining or Going Out
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f91A309B710FCB23370FA8D5EBC105B8721856E65DD89F4A5349A4BE1A2DDC5740,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a87957099C7B7619C60CDBF677455FC52AE79694FF961FF7255A69D93D8CDDD77009,Debit,Dining and drinking
61343940-11e3-4ef9-900d-78dee080a879870B9A800B936C2BE28AFEE4CFB960AEEC60F2BB3411106A0DD1A5A3A57B4A29,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f935C6E7E7F9799CEA314B9671FEC7723AF3C4E2D388B54CDE190B1FF0085DC60F,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a87991A03ACC02E0E3A3317CE7BF8D10300C9D97D8A77999957D4FD42A2CA930A992,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f936A9C68CDCF089662A3B90621504DBACBF4E893B90677CDDA09D4B31DB45E1D9,Credit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f988AD6C84C102731756B0ED213F995DED986B18F4B7BDC09491BF332B4DAC61E1,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a87901F8A54A111C11AB791EB714F9A863402A2F39454DE2654B2E78D6364F66CE7F,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a8795FB74E52E76279ACDB0AE643A0676FC52725E9BA4B4D0254F53F50FF19D632F6,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafdB99DF162495BE54A2E9C7760614C65BCE01E1BF12C2DDAFE5AE7B9BCA7CFA2B0,Debit,Cinema
9219ccc1-8148-486d-bff1-891693d2fafd83B45E46C07522FCC7A74F5564B207BDF5891AC3CBB52717329D81DA2F9E46A3,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdA0B70EFACC345B5A8CFED1162A38ED2C7BDD28542BFD9FF57CB65B77BF3B7371,Debit,Credit Card
9219ccc1-8148-486d-bff1-891693d2fafd8049D59A9843658B58B771F5BEA729C7B39AED2714256198341952953E24635F,Debit,Bills
9219ccc1-8148-486d-bff1-891693d2fafdE2666ACD953431900F4346B0E37D171BC5B01F35FD44BAD312253A6B4DAC8AAA,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd1B7CF82EEC30E5574E03E6DD81B900AE47EE6B975C4CEFEBFCF57345CD41D6A1,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd303C48F7446AC06726BD98F609AA24DAD7F783ED925C0FCB12DCC6585EF0A6FF,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdDDDF6CD2A96C4E8991C77C6DF639682EFB386EF0103C9B495D49B6717DA4FDCA,Debit,Rent
8c8abb40-da8a-455d-9f72-a25449ad4c5804E707469440F6F5E1EACCF09F974DE638C865B1D5B07A3EC9FF1921A1914EB5,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd58A501B0E47C911FD970330B54178FA62C6DD422F84F02E5BEB2A0ABD6CCDEC6,Debit,Rent
9219ccc1-8148-486d-bff1-891693d2fafd36615EF80C75BB6EAD107F61C419EA90ABECC30471BF09C6830F01FB1D545277,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8797CF60E9C81817C2D607BFCDC2CD14F3857D4ACB1D25BA240E70D7025B9911685,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a8790CCD47E4C792DEA78D4A8799AA7A979F9538188C3AAF6A0E16B4306294FA6189,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f967E5DF348C49C8BC50B9B9C3350A00F3DFF94234D591363DC15378A12B96BA51,Debit,Council Tax
61343940-11e3-4ef9-900d-78dee080a879DAA4B3516EA476E2CCEFB027F65905BF09A627C510DC7ED8D2333A2F2BA04102,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8791E647C069119FDD5C5D6AF49D6D0E25B5A9EDB89117C527E736259D14FCF48DD,Debit,Parking or Tolls
61343940-11e3-4ef9-900d-78dee080a879FD309C16197FAB4D3F870865CB6559CDD6A30C95C17A8805E793F732DDA4211D,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a8795BA895D3789FCDD009C387C960D691CC9555C66CDCE98788985E891584835761,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879EAEDD9E599E77D1C1387A78481373E0226A8DC8EEC25F8AA19096D81BE67208B,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93C8DCE1C5FDC290F90FDEC26D59E0A868FD033934DBA4A1A3F1C17FD4F648430,Debit,Fuel
61343940-11e3-4ef9-900d-78dee080a879C51B1A2E49942A359216AC8A551C4668D1E41DE7A5E02783540C0CE754F998CC,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9ECB426920F7FF664218C31FB8BB3095D2E41B85C6B2600E6B076CB344CF29B84,Debit,Enjoyment
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0E2D884682F15217C20F3C308DE34D229DA388580C40DA4C37F8ED6B865856FF7,Debit,Lunch or Snacks
9219ccc1-8148-486d-bff1-891693d2fafd7A33EE49D38AAFFBFD23B531954D8B49D87B892C9A80E3591ED1C852492466CF,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a879EC531E3E7CF061A126A93525C551C3C241050967AB01309D18174564D06CF4F8,Debit,Lunch or Snacks
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f94B6E4FAEE0CBACEF79FA75C66340FAC9984A005C7E6D17FAD3A9ECE1CA7BD4D3,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd40CFC3C16B1B7BAADCC94364FA171FB73977AD88EA7A082A43FF89DC3611859F,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdFF0170FE0CC07704B26398EE5D17EDE4CDB7BBEAEE52B02764CC0CE7D8F1433F,Debit,Mobile phone insurance
9219ccc1-8148-486d-bff1-891693d2fafd3FEAD67F48A0C16998FF18C236C5E856A2CC2421D98B455900D45EDD82824F06,Debit,Bills
9219ccc1-8148-486d-bff1-891693d2fafdD76861B1DAA62933B16FC695528C794F21A9A7143AA6315649FB9B0025E53B4C,Debit,Appearance
9219ccc1-8148-486d-bff1-891693d2fafd0015B66F6065DAB8A914E63F1E29A5B06DAF1C4A8F14D152F2B693FB8E656032,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd456CC839D290E2FF80F10D79899681EB9EBD9C795CEBCA7A639ED4EBDAD900D3,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd0EC6B3D146A7D07A25F68D50F3277A3F46467804B89A557E04AA9002E440B310,Debit,Personal Loan
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0CD6D052A67497FFA57D51F2C2ECBD1D9EA32547B7C022146E08FBF59D1DD25DF,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd829943C0D18FCDE0C9D7182A0323034810AA9B77C881FEAA8479A11FA6D5D58A,Debit,Bills
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9D7196478F05F87CAEEBD469D848ADDFB9C9E118D5ED509F823B7EA42771A3339,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f96133C56AD32ED6882E8320E02EFE37AF67565D40AAE47102C8A0E33750C37A39,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f90227EFBDE1C4F6483674980C2A7D1FF995A7BE14937D99ED25A75A2ACAF0E7CC,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8793236CE1B63EB4706FF7E5C1031C356BEACD08396FC5D508009E7470ACD39F534,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9DFE496BAE754AC164A1657B6ED1D057FEB67FEC7CC1FD912FC348B3EAEB21100,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8792753139A7B1BB405635C953D984E4F57A48AB2A86A80310D9E95283B6B4E2673,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93E723C23B37B6A87B4840ECF746928A2533D7CBE796C2BB0B7DD938892145CE6,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd120485074E0F3875D7C41E715A04F3F9A7E44F38BDA11FFEB4A1CCEC7F138850,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9661320A53E52083EB62072229ED0AEE8F92785882BDD67D04D8258D636E914D0,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8799D94EDA298E127DF2E62CED66AC5CD759758E61EB4996FB88A802E26E914D47A,Debit,No Tag
